Connected to COM3

ClearSy Safety Plateform - Startup
Version 0.7 
Replicas initialisation
PIC 0 - Card 0
(55:55)
nb_global_inputs 11, nb_local_inputs 3, nb_external_inputs 8 
nb_external_inputs 8, nb_external_outputs 8 
RW cycle time: 917
Cycle 1 time: 709
Cycle 2 time: 234
Cycle 0 time: 16
RW cycle time: 959
Cycle 1 time: 798
Cycle 2 time: 234
Cycle 0 time: 15
RW cycle time: 1047
Cycle 1 time: 905
Cycle 2 time: 239
Cycle 0 time: 15
RW cycle time: 1159
Cycle 1 time: 656
Cycle 2 time: 240
Cycle 0 time: 19
RW cycle time: 915
Cycle 1 time: 626
Cycle 2 time: 233
Cycle 0 time: 16
RW cycle time: 875
Cycle 1 time: 574
Cycle 2 time: 241
Cycle 0 time: 17
RW cycle time: 832
Cycle 1 time: 801
Cycle 2 time: 236
Cycle 0 time: 16
RW cycle time: 1053
Cycle 1 time: 676
Cycle 2 time: 240
Cycle 0 time: 17
RW cycle time: 933
Cycle 1 time: 606
Cycle 2 time: 244
Cycle 0 time: 17
RW cycle time: 867
Cycle 1 time: 617
Cycle 2 time: 244
Cycle 0 time: 15
RW cycle time: 876
Cycle 1 time: 753
Cycle 2 time: 246
Cycle 0 time: 20
RW cycle time: 1019
Cycle 1 time: 721
Cycle 2 time: 243
Cycle 0 time: 16
RW cycle time: 980
Cycle 1 time: 901
Cycle 2 time: 244
Cycle 0 time: 17
RW cycle time: 1162
Cycle 1 time: 931
Cycle 2 time: 239
Cycle 0 time: 17
RW cycle time: 1187
Cycle 1 time: 672
Cycle 2 time: 246
Cycle 0 time: 18
RW cycle time: 936
Cycle 1 time: 906
Cycle 2 time: 249
Cycle 0 time: 17
RW cycle time: 1172
clock 889813 ms | mcu 0 | user time 692 | I1 0 | I2 0 | I3 0 | O1 0 | 02 0
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 26387 | nb_rw_cycle_counter 8795 | nb_inter_pic_trame_counter 26386
Cycle 1 time: 698
Cycle 2 time: 235
Cycle 0 time: 19
RW cycle time: 952
Cycle 1 time: 655
Cycle 2 time: 245
Cycle 0 time: 18
RW cycle time: 918
Cycle 1 time: 742
Cycle 2 time: 240
Cycle 0 time: 20
RW cycle time: 1002
Cycle 1 time: 598
Cycle 2 time: 242
Cycle 0 time: 19
RW cycle time: 859
Cycle 1 time: 960
Cycle 2 time: 239
Cycle 0 time: 18
RW cycle time: 1217
Cycle 1 time: 590
Cycle 2 time: 239
Cycle 0 time: 18
RW cycle time: 847
Cycle 1 time: 717
Cycle 2 time: 244
Cycle 0 time: 16
RW cycle time: 977
Cycle 1 time: 803
Cycle 2 time: 242
Cycle 0 time: 19
RW cycle time: 1064
Cycle 1 time: 558
Cycle 2 time: 240
Cycle 0 time: 19
RW cycle time: 817
Cycle 1 time: 935
Cycle 2 time: 257
Cycle 0 time: 16
RW cycle time: 1208
Cycle 1 time: 582
Cycle 2 time: 239
Cycle 0 time: 17
RW cycle time: 838
Cycle 1 time: 679
Cycle 2 time: 244
Cycle 0 time: 19
RW cycle time: 942
Cycle 1 time: 704
Cycle 2 time: 231
Cycle 0 time: 18
RW cycle time: 953
Cycle 1 time: 701
Cycle 2 time: 244
Cycle 0 time: 18
RW cycle time: 963
Cycle 1 time: 748
Cycle 2 time: 242
Cycle 0 time: 16
RW cycle time: 1006
Cycle 1 time: 876
Cycle 2 time: 232
Cycle 0 time: 16
RW cycle time: 1124
Cycle 1 time: 670
Cycle 2 time: 236
Cycle 0 time: 16
RW cycle time: 922
Cycle 1 time: 619
Cycle 2 time: 236
Cycle 0 time: 18
RW cycle time: 873
Cycle 1 time: 920
Cycle 2 time: 239
Cycle 0 time: 16
RW cycle time: 1175
Cycle 1 time: 1033
Cycle 2 time: 238
Cycle 0 time: 17
RW cycle time: 1288
clock 891829 ms | mcu 0 | user time 902 | I1 0 | I2 0 | I3 0 | O1 1 | 02 0
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 26447 | nb_rw_cycle_counter 8815 | nb_inter_pic_trame_counter 26446
Cycle 1 time: 908
Cycle 2 time: 234
Cycle 0 time: 16
RW cycle time: 1158
Cycle 1 time: 903
Cycle 2 time: 245
Cycle 0 time: 17
RW cycle time: 1165
Cycle 1 time: 739
Cycle 2 time: 241
Cycle 0 time: 17
RW cycle time: 997
Cycle 1 time: 662
Cycle 2 time: 240
Cycle 0 time: 18
RW cycle time: 920
Cycle 1 time: 881
Cycle 2 time: 240
Cycle 0 time: 20
RW cycle time: 1141
Cycle 1 time: 859
Cycle 2 time: 234
Cycle 0 time: 17
RW cycle time: 1110
Cycle 1 time: 625
Cycle 2 time: 240
Cycle 0 time: 15
RW cycle time: 880
Cycle 1 time: 754
Cycle 2 time: 239
Cycle 0 time: 16
RW cycle time: 1009
Cycle 1 time: 946
Cycle 2 time: 238
Cycle 0 time: 17
RW cycle time: 1201
Cycle 1 time: 866
Cycle 2 time: 237
Cycle 0 time: 18
RW cycle time: 1121
Cycle 1 time: 814
Cycle 2 time: 244
Cycle 0 time: 16
RW cycle time: 1074
Cycle 1 time: 842
Cycle 2 time: 243
Cycle 0 time: 17
RW cycle time: 1102
Cycle 1 time: 731
Cycle 2 time: 238
Cycle 0 time: 15
RW cycle time: 984
Cycle 1 time: 537
Cycle 2 time: 236
Cycle 0 time: 17
RW cycle time: 790
Cycle 1 time: 858
Cycle 2 time: 237
Cycle 0 time: 16
RW cycle time: 1111
Cycle 1 time: 987
Cycle 2 time: 251
Cycle 0 time: 16
RW cycle time: 1254
Cycle 1 time: 661
Cycle 2 time: 238
Cycle 0 time: 19
RW cycle time: 918
Cycle 1 time: 888
Cycle 2 time: 238
Cycle 0 time: 16
RW cycle time: 1142
Cycle 1 time: 983
Cycle 2 time: 243
Cycle 0 time: 19
RW cycle time: 1245
clock 893835 ms | mcu 0 | user time 639 | I1 0 | I2 0 | I3 0 | O1 0 | 02 0
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 26504 | nb_rw_cycle_counter 8834 | nb_inter_pic_trame_counter 26503
Cycle 1 time: 645
Cycle 2 time: 244
Cycle 0 time: 16
RW cycle time: 905
Cycle 1 time: 692
Cycle 2 time: 240
Cycle 0 time: 19
RW cycle time: 951
Cycle 1 time: 618
Cycle 2 time: 245
Cycle 0 time: 17
RW cycle time: 880
Cycle 1 time: 816
Cycle 2 time: 244
Cycle 0 time: 16
RW cycle time: 1076
Cycle 1 time: 597
Cycle 2 time: 244
Cycle 0 time: 15
RW cycle time: 856
Cycle 1 time: 824
Cycle 2 time: 237
Cycle 0 time: 16
RW cycle time: 1077
Cycle 1 time: 918
Cycle 2 time: 237
Cycle 0 time: 17
RW cycle time: 1172
Cycle 1 time: 700
Cycle 2 time: 250
Cycle 0 time: 15
RW cycle time: 965
Cycle 1 time: 706
Cycle 2 time: 240
Cycle 0 time: 18
RW cycle time: 964
Cycle 1 time: 662
Cycle 2 time: 242
Cycle 0 time: 16
RW cycle time: 920
Cycle 1 time: 642
Cycle 2 time: 244
Cycle 0 time: 17
RW cycle time: 903
Cycle 1 time: 809
Cycle 2 time: 241
Cycle 0 time: 17
RW cycle time: 1067
Cycle 1 time: 924
Cycle 2 time: 242
Cycle 0 time: 16
RW cycle time: 1182
Cycle 1 time: 926
Cycle 2 time: 239
Cycle 0 time: 15
RW cycle time: 1180
Cycle 1 time: 818
Cycle 2 time: 244
Cycle 0 time: 17
RW cycle time: 1079
Cycle 1 time: 664
Cycle 2 time: 242
Cycle 0 time: 18
RW cycle time: 924
Cycle 1 time: 906
Cycle 2 time: 238
Cycle 0 time: 16
RW cycle time: 1160
Cycle 1 time: 747
Cycle 2 time: 243
Cycle 0 time: 17
RW cycle time: 1007
Cycle 1 time: 974
Cycle 2 time: 242
Cycle 0 time: 16
RW cycle time: 1232
Cycle 1 time: 865
Cycle 2 time: 250
Cycle 0 time: 15
RW cycle time: 1130
clock 895896 ms | mcu 0 | user time 619 | I1 0 | I2 0 | I3 0 | O1 0 | 02 0
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 26564 | nb_rw_cycle_counter 8854 | nb_inter_pic_trame_counter 26563
Cycle 1 time: 625
Cycle 2 time: 241
Cycle 0 time: 18
RW cycle time: 884
Cycle 1 time: 690
Cycle 2 time: 239
Cycle 0 time: 16
RW cycle time: 945
Cycle 1 time: 660
Cycle 2 time: 242
Cycle 0 time: 17
RW cycle time: 919
Cycle 1 time: 690
Cycle 2 time: 243
Cycle 0 time: 19
RW cycle time: 952
Cycle 1 time: 815
Cycle 2 time: 251
Cycle 0 time: 22
RW cycle time: 1088
Cycle 1 time: 905
Cycle 2 time: 245
Cycle 0 time: 16
RW cycle time: 1166
Cycle 1 time: 599
Cycle 2 time: 241
Cycle 0 time: 17
RW cycle time: 857
Cycle 1 time: 650
Cycle 2 time: 245
Cycle 0 time: 19
RW cycle time: 914
Cycle 1 time: 670
Cycle 2 time: 239
Cycle 0 time: 16
RW cycle time: 925
Cycle 1 time: 910
Cycle 2 time: 245
Cycle 0 time: 20
RW cycle time: 1175
Cycle 1 time: 679
Cycle 2 time: 241
Cycle 0 time: 18
RW cycle time: 938
Cycle 1 time: 739
Cycle 2 time: 239
Cycle 0 time: 16
RW cycle time: 994
Cycle 1 time: 642
Cycle 2 time: 242
Cycle 0 time: 16
RW cycle time: 900
Cycle 1 time: 800
Cycle 2 time: 244
Cycle 0 time: 16
RW cycle time: 1060
Cycle 1 time: 689
Cycle 2 time: 243
Cycle 0 time: 19
RW cycle time: 951
Cycle 1 time: 656
Cycle 2 time: 240
Cycle 0 time: 17
RW cycle time: 913
Cycle 1 time: 741
Cycle 2 time: 240
Cycle 0 time: 16
RW cycle time: 997
Cycle 1 time: 814
Cycle 2 time: 239
Cycle 0 time: 16
RW cycle time: 1069
Cycle 1 time: 836
Cycle 2 time: 239
Cycle 0 time: 16
RW cycle time: 1091
Cycle 1 time: 934
Cycle 2 time: 240
Cycle 0 time: 15
RW cycle time: 1189
Cycle 1 time: 512
clock 897902 ms | mcu 0 | user time 242 | I1 0 | I2 0 | I3 0 | O1 1 | 02 0
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 26625 | nb_rw_cycle_counter 8874 | nb_inter_pic_trame_counter 26624
Cycle 2 time: 249
Cycle 0 time: 13
RW cycle time: 774
Cycle 1 time: 811
Cycle 2 time: 239
Cycle 0 time: 19
RW cycle time: 1069
Cycle 1 time: 1023
Cycle 2 time: 302
Cycle 0 time: 16
RW cycle time: 1341
Cycle 1 time: 741
Cycle 2 time: 240
Cycle 0 time: 16
RW cycle time: 997
Cycle 1 time: 532
Cycle 2 time: 242
Cycle 0 time: 16
RW cycle time: 790
Cycle 1 time: 892
Cycle 2 time: 239
Cycle 0 time: 16
RW cycle time: 1147
Cycle 1 time: 999
Cycle 2 time: 241
Cycle 0 time: 19
RW cycle time: 1259
Cycle 1 time: 748
Cycle 2 time: 240
Cycle 0 time: 16
RW cycle time: 1004
Cycle 1 time: 915
Cycle 2 time: 237
Cycle 0 time: 15
RW cycle time: 1167
Cycle 1 time: 578
Cycle 2 time: 239
Cycle 0 time: 16
RW cycle time: 833
Cycle 1 time: 806
Cycle 2 time: 246
Cycle 0 time: 17
RW cycle time: 1069
Cycle 1 time: 1004
Cycle 2 time: 246
Cycle 0 time: 15
RW cycle time: 1265
Cycle 1 time: 927
Cycle 2 time: 236
Cycle 0 time: 16
RW cycle time: 1179
Cycle 1 time: 803
Cycle 2 time: 240
Cycle 0 time: 17
RW cycle time: 1060
Cycle 1 time: 625
Cycle 2 time: 247
Cycle 0 time: 16
RW cycle time: 888
Cycle 1 time: 816
Cycle 2 time: 248
Cycle 0 time: 17
RW cycle time: 1081
Cycle 1 time: 634
Cycle 2 time: 238
Cycle 0 time: 16
RW cycle time: 888
Cycle 1 time: 862
Cycle 2 time: 240
Cycle 0 time: 16
RW cycle time: 1118
Cycle 1 time: 875
Cycle 2 time: 234
Cycle 0 time: 17
RW cycle time: 1126
clock 899902 ms | mcu 0 | user time 700 | I1 0 | I2 0 | I3 0 | O1 0 | 02 0
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 26681 | nb_rw_cycle_counter 8893 | nb_inter_pic_trame_counter 26680
Cycle 1 time: 706
Cycle 2 time: 244
Cycle 0 time: 19
RW cycle time: 969
Cycle 1 time: 775
Cycle 2 time: 240
Cycle 0 time: 16
RW cycle time: 1031
Cycle 1 time: 762
Cycle 2 time: 240
Cycle 0 time: 16
RW cycle time: 1018
Cycle 1 time: 874
Cycle 2 time: 240
Cycle 0 time: 17
RW cycle time: 1131
Cycle 1 time: 883
Cycle 2 time: 240
Cycle 0 time: 16
RW cycle time: 1139
Cycle 1 time: 781
Cycle 2 time: 241
Cycle 0 time: 17
RW cycle time: 1039
Cycle 1 time: 641
Cycle 2 time: 243
Cycle 0 time: 19
RW cycle time: 903
Cycle 1 time: 587
Cycle 2 time: 241
Cycle 0 time: 16
RW cycle time: 844
Cycle 1 time: 913
Cycle 2 time: 240
Cycle 0 time: 16
RW cycle time: 1169
Cycle 1 time: 753
Cycle 2 time: 241
Cycle 0 time: 16
RW cycle time: 1010
Cycle 1 time: 873
Cycle 2 time: 249
Cycle 0 time: 18
RW cycle time: 1140
Cycle 1 time: 626
Cycle 2 time: 244
Cycle 0 time: 19
RW cycle time: 889
Cycle 1 time: 893
Cycle 2 time: 238
Cycle 0 time: 17
RW cycle time: 1148
Cycle 1 time: 566
Cycle 2 time: 242
Cycle 0 time: 17
RW cycle time: 825
Cycle 1 time: 704
Cycle 2 time: 240
Cycle 0 time: 18
RW cycle time: 962
Cycle 1 time: 605
Cycle 2 time: 245
Cycle 0 time: 16
RW cycle time: 866
Cycle 1 time: 671
Cycle 2 time: 243
Cycle 0 time: 19
RW cycle time: 933
Cycle 1 time: 944
Cycle 2 time: 245
Cycle 0 time: 17
RW cycle time: 1206
Cycle 1 time: 598
Cycle 2 time: 245
Cycle 0 time: 19
RW cycle time: 862
Cycle 1 time: 817
Cycle 2 time: 241
Cycle 0 time: 19
RW cycle time: 1077
clock 901931 ms | mcu 0 | user time 828 | I1 0 | I2 0 | I3 0 | O1 0 | 02 0
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 26741 | nb_rw_cycle_counter 8913 | nb_inter_pic_trame_counter 26740
Cycle 1 time: 834
Cycle 2 time: 241
Cycle 0 time: 18
RW cycle time: 1093
Cycle 1 time: 706
Cycle 2 time: 241
Cycle 0 time: 19
RW cycle time: 966
Cycle 1 time: 706
Cycle 2 time: 233
Cycle 0 time: 20
RW cycle time: 959
Cycle 1 time: 694
Cycle 2 time: 249
Cycle 0 time: 19
RW cycle time: 962
Cycle 1 time: 744
Cycle 2 time: 242
Cycle 0 time: 19
RW cycle time: 1005
Cycle 1 time: 912
Cycle 2 time: 241
Cycle 0 time: 16
RW cycle time: 1169
Cycle 1 time: 735
Cycle 2 time: 259
Cycle 0 time: 17
RW cycle time: 1011
Cycle 1 time: 857
Cycle 2 time: 263
Cycle 0 time: 17
RW cycle time: 1137
Cycle 1 time: 771
Cycle 2 time: 267
Cycle 0 time: 19
RW cycle time: 1057
Cycle 1 time: 765
Cycle 2 time: 262
Cycle 0 time: 18
RW cycle time: 1045
Cycle 1 time: 842
Cycle 2 time: 258
Cycle 0 time: 21
RW cycle time: 1121
Cycle 1 time: 815
Cycle 2 time: 270
Cycle 0 time: 16
RW cycle time: 1101
Cycle 1 time: 733
Cycle 2 time: 272
Cycle 0 time: 19
RW cycle time: 1024
Cycle 1 time: 882
Cycle 2 time: 265
Cycle 0 time: 16
RW cycle time: 1163
Cycle 1 time: 841
Cycle 2 time: 248
Cycle 0 time: 17
RW cycle time: 1106
Cycle 1 time: 936
Cycle 2 time: 263
Cycle 0 time: 16
RW cycle time: 1215
Cycle 1 time: 763
Cycle 2 time: 244
Cycle 0 time: 16
RW cycle time: 1023
Cycle 1 time: 802
Cycle 2 time: 262
Cycle 0 time: 18
RW cycle time: 1082
Cycle 1 time: 896
Cycle 2 time: 269
Cycle 0 time: 16
RW cycle time: 1181
clock 903984 ms | mcu 0 | user time 935 | I1 0 | I2 0 | I3 0 | O1 1 | 02 0
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 26798 | nb_rw_cycle_counter 8932 | nb_inter_pic_trame_counter 26797
Cycle 1 time: 941
Cycle 2 time: 263
Cycle 0 time: 18
RW cycle time: 1222
Cycle 1 time: 941
Cycle 2 time: 260
Cycle 0 time: 16
RW cycle time: 1217
Cycle 1 time: 910
Cycle 2 time: 269
Cycle 0 time: 16
RW cycle time: 1195
Cycle 1 time: 854
Cycle 2 time: 270
Cycle 0 time: 16
RW cycle time: 1140
Cycle 1 time: 814
Cycle 2 time: 268
Cycle 0 time: 18
RW cycle time: 1100
Cycle 1 time: 766
Cycle 2 time: 255
Cycle 0 time: 16
RW cycle time: 1037
Cycle 1 time: 689
Cycle 2 time: 261
Cycle 0 time: 17
RW cycle time: 967
Cycle 1 time: 890
Cycle 2 time: 238
Cycle 0 time: 18
RW cycle time: 1146
Cycle 1 time: 1000
Cycle 2 time: 273
Cycle 0 time: 17
RW cycle time: 1290
Cycle 1 time: 786
Cycle 2 time: 267
Cycle 0 time: 17
RW cycle time: 1070
Cycle 1 time: 951
Cycle 2 time: 263
Cycle 0 time: 19
RW cycle time: 1233
Cycle 1 time: 918
Cycle 2 time: 267
Cycle 0 time: 16
RW cycle time: 1201
Cycle 1 time: 929
Cycle 2 time: 243
Cycle 0 time: 19
RW cycle time: 1191
Cycle 1 time: 914
Cycle 2 time: 272
Cycle 0 time: 16
RW cycle time: 1202
Cycle 1 time: 998
Cycle 2 time: 249
Cycle 0 time: 16
RW cycle time: 1263
Cycle 1 time: 981
Cycle 2 time: 258
Cycle 0 time: 17
RW cycle time: 1256
Cycle 1 time: 814
Cycle 2 time: 266
Cycle 0 time: 16
RW cycle time: 1096
Cycle 1 time: 891
clock 905988 ms | mcu 0 | user time 259 | I1 0 | I2 0 | I3 0 | O1 0 | 02 0
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 26850 | nb_rw_cycle_counter 8949 | nb_inter_pic_trame_counter 26849
Cycle 2 time: 266
Cycle 0 time: 13
RW cycle time: 1170
Cycle 1 time: 881
Cycle 2 time: 245
Cycle 0 time: 16
RW cycle time: 1142
Cycle 1 time: 665
Cycle 2 time: 269
Cycle 0 time: 17
RW cycle time: 951
Cycle 1 time: 607
Cycle 2 time: 243
Cycle 0 time: 17
RW cycle time: 867
Cycle 1 time: 916
Cycle 2 time: 270
Cycle 0 time: 17
RW cycle time: 1203
Cycle 1 time: 907
Cycle 2 time: 242
Cycle 0 time: 18
RW cycle time: 1167
Cycle 1 time: 888
Cycle 2 time: 266
Cycle 0 time: 16
RW cycle time: 1170
Cycle 1 time: 919
Cycle 2 time: 272
Cycle 0 time: 16
RW cycle time: 1207
Cycle 1 time: 833
Cycle 2 time: 260
Cycle 0 time: 16
RW cycle time: 1109
Cycle 1 time: 844
Cycle 2 time: 241
Cycle 0 time: 18
RW cycle time: 1103
Cycle 1 time: 946
Cycle 2 time: 239
Cycle 0 time: 20
RW cycle time: 1205
Cycle 1 time: 864
Cycle 2 time: 262
Cycle 0 time: 16
RW cycle time: 1142
Cycle 1 time: 886
Cycle 2 time: 249
Cycle 0 time: 18
RW cycle time: 1153
Cycle 1 time: 972
Cycle 2 time: 269
Cycle 0 time: 16
RW cycle time: 1257
Cycle 1 time: 816
Cycle 2 time: 270
Cycle 0 time: 18
RW cycle time: 1104
Cycle 1 time: 671
Cycle 2 time: 245
Cycle 0 time: 20
RW cycle time: 936
Cycle 1 time: 760
Cycle 2 time: 237
Cycle 0 time: 18
RW cycle time: 1015
Cycle 1 time: 869
Cycle 2 time: 228
Cycle 0 time: 18
RW cycle time: 1115
Cycle 1 time: 976
clock 907997 ms | mcu 0 | user time 247 | I1 0 | I2 0 | I3 0 | O1 0 | 02 0
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 26904 | nb_rw_cycle_counter 8967 | nb_inter_pic_trame_counter 26903
Cycle 2 time: 254
Cycle 0 time: 13
RW cycle time: 1243
Cycle 1 time: 774
Cycle 2 time: 244
Cycle 0 time: 16
RW cycle time: 1034
Cycle 1 time: 876
Cycle 2 time: 237
Cycle 0 time: 16
RW cycle time: 1129
Cycle 1 time: 744
Cycle 2 time: 242
Cycle 0 time: 19
RW cycle time: 1005
Cycle 1 time: 865
Cycle 2 time: 299
Cycle 0 time: 19
RW cycle time: 1183
Cycle 1 time: 572
Cycle 2 time: 241
Cycle 0 time: 17
RW cycle time: 830
Cycle 1 time: 670
Cycle 2 time: 241
Cycle 0 time: 18
RW cycle time: 929
Cycle 1 time: 669
Cycle 2 time: 241
Cycle 0 time: 20
RW cycle time: 930
Cycle 1 time: 913
Cycle 2 time: 238
Cycle 0 time: 16
RW cycle time: 1167
Cycle 1 time: 745
Cycle 2 time: 246
Cycle 0 time: 16
RW cycle time: 1007
Cycle 1 time: 974
Cycle 2 time: 241
Cycle 0 time: 17
RW cycle time: 1232
Cycle 1 time: 640
Cycle 2 time: 243
Cycle 0 time: 19
RW cycle time: 902
Cycle 1 time: 810
Cycle 2 time: 239
Cycle 0 time: 16
RW cycle time: 1065
Cycle 1 time: 866
Cycle 2 time: 231
Cycle 0 time: 19
RW cycle time: 1116
Cycle 1 time: 659
Cycle 2 time: 247
Cycle 0 time: 17
RW cycle time: 923
Cycle 1 time: 872
Cycle 2 time: 241
Cycle 0 time: 21
RW cycle time: 1134
Cycle 1 time: 641
Cycle 2 time: 243
Cycle 0 time: 16
RW cycle time: 900
Cycle 1 time: 825
Cycle 2 time: 237
Cycle 0 time: 16
RW cycle time: 1078
Cycle 1 time: 883
Cycle 2 time: 243
Cycle 0 time: 19
RW cycle time: 1145
Cycle 1 time: 741
Cycle 2 time: 249
Cycle 0 time: 18
RW cycle time: 1008
clock 910049 ms | mcu 0 | user time 789 | I1 0 | I2 0 | I3 0 | O1 1 | 02 0
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 26963 | nb_rw_cycle_counter 8987 | nb_inter_pic_trame_counter 26962
Cycle 1 time: 795
Cycle 2 time: 243
Cycle 0 time: 19
RW cycle time: 1057
Cycle 1 time: 786
Cycle 2 time: 245
Cycle 0 time: 16
RW cycle time: 1047
Cycle 1 time: 743
Cycle 2 time: 297
Cycle 0 time: 19
RW cycle time: 1059
Cycle 1 time: 751
Cycle 2 time: 241
Cycle 0 time: 19
RW cycle time: 1011
Cycle 1 time: 780
Cycle 2 time: 242
Cycle 0 time: 23
RW cycle time: 1045
Cycle 1 time: 732
Cycle 2 time: 242
Cycle 0 time: 16
RW cycle time: 990
Cycle 1 time: 474
Cycle 2 time: 238
Cycle 0 time: 18
RW cycle time: 730
Cycle 1 time: 795
Cycle 2 time: 258
Cycle 0 time: 21
RW cycle time: 1074
Cycle 1 time: 615
Cycle 2 time: 243
Cycle 0 time: 21
RW cycle time: 879
Cycle 1 time: 577
Cycle 2 time: 295
Cycle 0 time: 17
RW cycle time: 889
Cycle 1 time: 702
Cycle 2 time: 245
Cycle 0 time: 16
RW cycle time: 963
Cycle 1 time: 806
Cycle 2 time: 236
Cycle 0 time: 16
RW cycle time: 1058
Cycle 1 time: 759
Cycle 2 time: 243
Cycle 0 time: 17
RW cycle time: 1019
Cycle 1 time: 860
Cycle 2 time: 243
Cycle 0 time: 17
RW cycle time: 1120
Cycle 1 time: 800
Cycle 2 time: 239
Cycle 0 time: 16
RW cycle time: 1055
Cycle 1 time: 843
Cycle 2 time: 239
Cycle 0 time: 16
RW cycle time: 1098
Cycle 1 time: 978
Cycle 2 time: 238
Cycle 0 time: 17
RW cycle time: 1233
Cycle 1 time: 634
Cycle 2 time: 241
Cycle 0 time: 16
RW cycle time: 891
Cycle 1 time: 791
Cycle 2 time: 239
Cycle 0 time: 17
RW cycle time: 1047
Cycle 1 time: 740
Cycle 2 time: 242
Cycle 0 time: 15
RW cycle time: 997
clock 912083 ms | mcu 0 | user time 864 | I1 0 | I2 0 | I3 0 | O1 0 | 02 0
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 27023 | nb_rw_cycle_counter 9007 | nb_inter_pic_trame_counter 27022
Cycle 1 time: 870
Cycle 2 time: 234
Cycle 0 time: 17
RW cycle time: 1121
Cycle 1 time: 744
Cycle 2 time: 254
Cycle 0 time: 16
RW cycle time: 1014
Cycle 1 time: 857
Cycle 2 time: 249
Cycle 0 time: 18
RW cycle time: 1124
Cycle 1 time: 723
Cycle 2 time: 246
Cycle 0 time: 19
RW cycle time: 988
Cycle 1 time: 735
Cycle 2 time: 246
Cycle 0 time: 17
RW cycle time: 998
Cycle 1 time: 777
Cycle 2 time: 242
Cycle 0 time: 16
RW cycle time: 1035
Cycle 1 time: 737
Cycle 2 time: 246
Cycle 0 time: 16
RW cycle time: 999
Cycle 1 time: 819
Cycle 2 time: 249
Cycle 0 time: 18
RW cycle time: 1086
Cycle 1 time: 572
Cycle 2 time: 243
Cycle 0 time: 18
RW cycle time: 833
Cycle 1 time: 764
Cycle 2 time: 239
Cycle 0 time: 16
RW cycle time: 1019
Cycle 1 time: 689
Cycle 2 time: 248
Cycle 0 time: 16
RW cycle time: 953
Cycle 1 time: 766
Cycle 2 time: 245
Cycle 0 time: 17
RW cycle time: 1028
Cycle 1 time: 851
Cycle 2 time: 243
Cycle 0 time: 23
RW cycle time: 1117
Cycle 1 time: 910
Cycle 2 time: 244
Cycle 0 time: 16
RW cycle time: 1170
Cycle 1 time: 993
Cycle 2 time: 246
Cycle 0 time: 17
RW cycle time: 1256
Cycle 1 time: 589
Cycle 2 time: 243
Cycle 0 time: 17
RW cycle time: 849
Cycle 1 time: 937
Cycle 2 time: 248
Cycle 0 time: 17
RW cycle time: 1202
Cycle 1 time: 844
Cycle 2 time: 246
Cycle 0 time: 20
RW cycle time: 1110
Cycle 1 time: 666
Cycle 2 time: 243
Cycle 0 time: 17
RW cycle time: 926
Cycle 1 time: 653
Cycle 2 time: 249
Cycle 0 time: 20
RW cycle time: 922
clock 914160 ms | mcu 0 | user time 884 | I1 0 | I2 0 | I3 0 | O1 0 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 27083 | nb_rw_cycle_counter 9027 | nb_inter_pic_trame_counter 27082
Cycle 1 time: 890
Cycle 2 time: 240
Cycle 0 time: 20
RW cycle time: 1150
Cycle 1 time: 728
Cycle 2 time: 240
Cycle 0 time: 15
RW cycle time: 983
Cycle 1 time: 644
Cycle 2 time: 240
Cycle 0 time: 16
RW cycle time: 900
Cycle 1 time: 794
Cycle 2 time: 238
Cycle 0 time: 16
RW cycle time: 1048
Cycle 1 time: 855
Cycle 2 time: 242
Cycle 0 time: 18
RW cycle time: 1115
Cycle 1 time: 879
Cycle 2 time: 248
Cycle 0 time: 18
RW cycle time: 1145
Cycle 1 time: 715
Cycle 2 time: 245
Cycle 0 time: 17
RW cycle time: 977
Cycle 1 time: 674
Cycle 2 time: 239
Cycle 0 time: 16
RW cycle time: 929
Cycle 1 time: 812
Cycle 2 time: 242
Cycle 0 time: 16
RW cycle time: 1070
Cycle 1 time: 781
Cycle 2 time: 238
Cycle 0 time: 15
RW cycle time: 1034
Cycle 1 time: 978
Cycle 2 time: 249
Cycle 0 time: 18
RW cycle time: 1245
Cycle 1 time: 752
Cycle 2 time: 240
